location_name,location_id,count,day,day_of_year,day_of_week,MaxTemp,MeanTemp,MinTemp,SnowonGrndcm,TotalPrecipmm,TotalRainmm,TotalSnowcm
CRTZ,4,1179,1002,272,5.0,17.7,10.1,2.5,nan,nan,nan,nan
LBAY,5,562,1002,272,5.0,17.7,10.1,2.5,nan,nan,nan,nan
LLYN,6,1459,1002,272,5.0,17.7,10.1,2.5,nan,nan,nan,nan
LMET,7,2031,1002,272,5.0,17.7,10.1,2.5,nan,nan,nan,nan
ORPY,10,1964,1002,272,5.0,17.7,10.1,2.5,nan,nan,nan,nan
SOMO,13,432,1002,272,5.0,17.7,10.1,2.5,nan,nan,nan,nan
ALEX,2,1657,1003,273,6.0,13.6,11.7,9.8,nan,18.7,18.7,0.0
COBY,3,1262,1003,273,6.0,13.6,11.7,9.8,nan,18.7,18.7,0.0
CRTZ,4,1079,1003,273,6.0,13.6,11.7,9.8,nan,18.7,18.7,0.0
LBAY,5,538,1003,273,6.0,13.6,11.7,9.8,nan,18.7,18.7,0.0
LLYN,6,1324,1003,273,6.0,13.6,11.7,9.8,nan,18.7,18.7,0.0
LMET,7,1873,1003,273,6.0,13.6,11.7,9.8,nan,18.7,18.7,0.0
ORPY,10,1809,1003,273,6.0,13.6,11.7,9.8,nan,18.7,18.7,0.0
SOMO,13,399,1003,273,6.0,13.6,11.7,9.8,nan,18.7,18.7,0.0
ALEX,2,1069,1004,274,0.0,20.3,15.7,11.0,nan,0.0,0.0,0.0
COBY,3,1098,1004,274,0.0,20.3,15.7,11.0,nan,0.0,0.0,0.0
CRTZ,4,1218,1004,274,0.0,20.3,15.7,11.0,nan,0.0,0.0,0.0
LBAY,5,146,1004,274,0.0,20.3,15.7,11.0,nan,0.0,0.0,0.0
LLYN,6,379,1004,274,0.0,20.3,15.7,11.0,nan,0.0,0.0,0.0
LMET,7,666,1004,274,0.0,20.3,15.7,11.0,nan,0.0,0.0,0.0
ORPY,10,1266,1004,274,0.0,20.3,15.7,11.0,nan,0.0,0.0,0.0
SOMO,13,265,1004,274,0.0,20.3,15.7,11.0,nan,0.0,0.0,0.0
ALEX,2,312,1005,275,1.0,20.2,12.8,5.3,0.0,0.0,0.0,0.0
COBY,3,296,1005,275,1.0,20.2,12.8,5.3,0.0,0.0,0.0,0.0
CRTZ,4,222,1005,275,1.0,20.2,12.8,5.3,0.0,0.0,0.0,0.0
LBAY,5,89,1005,275,1.0,20.2,12.8,5.3,0.0,0.0,0.0,0.0
LLYN,6,190,1005,275,1.0,20.2,12.8,5.3,0.0,0.0,0.0,0.0
LMET,7,308,1005,275,1.0,20.2,12.8,5.3,0.0,0.0,0.0,0.0
ORPY,10,185,1005,275,1.0,20.2,12.8,5.3,0.0,0.0,0.0,0.0
SOMO,13,108,1005,275,1.0,20.2,12.8,5.3,0.0,0.0,0.0,0.0
ALEX,2,1311,1006,276,2.0,20.1,14.5,8.9,0.0,0.0,0.0,0.0
COBY,3,873,1006,276,2.0,20.1,14.5,8.9,0.0,0.0,0.0,0.0
CRTZ,4,876,1006,276,2.0,20.1,14.5,8.9,0.0,0.0,0.0,0.0
LBAY,5,427,1006,276,2.0,20.1,14.5,8.9,0.0,0.0,0.0,0.0
LLYN,6,1057,1006,276,2.0,20.1,14.5,8.9,0.0,0.0,0.0,0.0
LMET,7,1505,1006,276,2.0,20.1,14.5,8.9,0.0,0.0,0.0,0.0
ORPY,10,1320,1006,276,2.0,20.1,14.5,8.9,0.0,0.0,0.0,0.0
SOMO,13,483,1006,276,2.0,20.1,14.5,8.9,0.0,0.0,0.0,0.0
ALEX,2,1771,1007,277,3.0,21.7,18.7,15.6,0.0,0.2,0.2,0.0
COBY,3,1226,1007,277,3.0,21.7,18.7,15.6,0.0,0.2,0.2,0.0
CRTZ,4,1209,1007,277,3.0,21.7,18.7,15.6,0.0,0.2,0.2,0.0
LBAY,5,541,1007,277,3.0,21.7,18.7,15.6,0.0,0.2,0.2,0.0
LLYN,6,1431,1007,277,3.0,21.7,18.7,15.6,0.0,0.2,0.2,0.0
LMET,7,1988,1007,277,3.0,21.7,18.7,15.6,0.0,0.2,0.2,0.0
ORPY,10,2117,1007,277,3.0,21.7,18.7,15.6,0.0,0.2,0.2,0.0
SOMO,13,541,1007,277,3.0,21.7,18.7,15.6,0.0,0.2,0.2,0.0
ALEX,2,1555,1008,278,4.0,22.0,16.3,10.5,0.0,8.6,8.6,0.0
COBY,3,1185,1008,278,4.0,22.0,16.3,10.5,0.0,8.6,8.6,0.0
CRTZ,4,1046,1008,278,4.0,22.0,16.3,10.5,0.0,8.6,8.6,0.0
LBAY,5,361,1008,278,4.0,22.0,16.3,10.5,0.0,8.6,8.6,0.0
LLYN,6,1327,1008,278,4.0,22.0,16.3,10.5,0.0,8.6,8.6,0.0
LMET,7,1945,1008,278,4.0,22.0,16.3,10.5,0.0,8.6,8.6,0.0
ORPY,10,1679,1008,278,4.0,22.0,16.3,10.5,0.0,8.6,8.6,0.0
SOMO,13,552,1008,278,4.0,22.0,16.3,10.5,0.0,8.6,8.6,0.0
ALEX,2,1672,1009,279,5.0,14.5,11.5,8.5,0.0,0.4,0.4,0.0
COBY,3,1220,1009,279,5.0,14.5,11.5,8.5,0.0,0.4,0.4,0.0
CRTZ,4,1064,1009,279,5.0,14.5,11.5,8.5,0.0,0.4,0.4,0.0
LBAY,5,567,1009,279,5.0,14.5,11.5,8.5,0.0,0.4,0.4,0.0
LLYN,6,1353,1009,279,5.0,14.5,11.5,8.5,0.0,0.4,0.4,0.0
LMET,7,1864,1009,279,5.0,14.5,11.5,8.5,0.0,0.4,0.4,0.0
ORPY,10,1766,1009,279,5.0,14.5,11.5,8.5,0.0,0.4,0.4,0.0
SOMO,13,558,1009,279,5.0,14.5,11.5,8.5,0.0,0.4,0.4,0.0
ALEX,2,1210,1010,280,6.0,9.6,6.2,2.7,0.0,0.0,0.0,0.0
COBY,3,987,1010,280,6.0,9.6,6.2,2.7,0.0,0.0,0.0,0.0
CRTZ,4,825,1010,280,6.0,9.6,6.2,2.7,0.0,0.0,0.0,0.0
LBAY,5,382,1010,280,6.0,9.6,6.2,2.7,0.0,0.0,0.0,0.0
LLYN,6,1023,1010,280,6.0,9.6,6.2,2.7,0.0,0.0,0.0,0.0
LMET,7,1489,1010,280,6.0,9.6,6.2,2.7,0.0,0.0,0.0,0.0
ORPY,10,1269,1010,280,6.0,9.6,6.2,2.7,0.0,0.0,0.0,0.0
SOMO,13,456,1010,280,6.0,9.6,6.2,2.7,0.0,0.0,0.0,0.0
ALEX,2,490,1011,281,0.0,13.0,5.8,-1.5,0.0,0.0,0.0,0.0
COBY,3,454,1011,281,0.0,13.0,5.8,-1.5,0.0,0.0,0.0,0.0
CRTZ,4,414,1011,281,0.0,13.0,5.8,-1.5,0.0,0.0,0.0,0.0
LBAY,5,125,1011,281,0.0,13.0,5.8,-1.5,0.0,0.0,0.0,0.0
LLYN,6,276,1011,281,0.0,13.0,5.8,-1.5,0.0,0.0,0.0,0.0
LMET,7,473,1011,281,0.0,13.0,5.8,-1.5,0.0,0.0,0.0,0.0
ORPY,10,409,1011,281,0.0,13.0,5.8,-1.5,0.0,0.0,0.0,0.0
SOMO,13,214,1011,281,0.0,13.0,5.8,-1.5,0.0,0.0,0.0,0.0
ALEX,2,668,1012,282,1.0,15.8,10.1,4.4,0.0,0.0,0.0,0.0
COBY,3,547,1012,282,1.0,15.8,10.1,4.4,0.0,0.0,0.0,0.0
CRTZ,4,611,1012,282,1.0,15.8,10.1,4.4,0.0,0.0,0.0,0.0
LBAY,5,119,1012,282,1.0,15.8,10.1,4.4,0.0,0.0,0.0,0.0
LLYN,6,252,1012,282,1.0,15.8,10.1,4.4,0.0,0.0,0.0,0.0
LMET,7,386,1012,282,1.0,15.8,10.1,4.4,0.0,0.0,0.0,0.0
ORPY,10,688,1012,282,1.0,15.8,10.1,4.4,0.0,0.0,0.0,0.0
SOMO,13,179,1012,282,1.0,15.8,10.1,4.4,0.0,0.0,0.0,0.0
ALEX,2,752,1013,283,2.0,14.7,11.0,7.2,0.0,2.6,2.6,0.0
COBY,3,678,1013,283,2.0,14.7,11.0,7.2,0.0,2.6,2.6,0.0
CRTZ,4,847,1013,283,2.0,14.7,11.0,7.2,0.0,2.6,2.6,0.0
LBAY,5,135,1013,283,2.0,14.7,11.0,7.2,0.0,2.6,2.6,0.0
LLYN,6,263,1013,283,2.0,14.7,11.0,7.2,0.0,2.6,2.6,0.0
LMET,7,434,1013,283,2.0,14.7,11.0,7.2,0.0,2.6,2.6,0.0
ORPY,10,933,1013,283,2.0,14.7,11.0,7.2,0.0,2.6,2.6,0.0
SOMO,13,182,1013,283,2.0,14.7,11.0,7.2,0.0,2.6,2.6,0.0
ALEX,2,1536,1014,284,3.0,10.7,6.9,3.1,0.0,2.4,2.4,0.0
COBY,3,1128,1014,284,3.0,10.7,6.9,3.1,0.0,2.4,2.4,0.0
CRTZ,4,1076,1014,284,3.0,10.7,6.9,3.1,0.0,2.4,2.4,0.0
LBAY,5,500,1014,284,3.0,10.7,6.9,3.1,0.0,2.4,2.4,0.0
LLYN,6,1315,1014,284,3.0,10.7,6.9,3.1,0.0,2.4,2.4,0.0
LMET,7,1875,1014,284,3.0,10.7,6.9,3.1,0.0,2.4,2.4,0.0
ORPY,10,1772,1014,284,3.0,10.7,6.9,3.1,0.0,2.4,2.4,0.0
SOMO,13,498,1014,284,3.0,10.7,6.9,3.1,0.0,2.4,2.4,0.0
ALEX,2,1170,1015,285,4.0,7.4,4.6,1.8,0.0,0.0,0.0,0.0
COBY,3,739,1015,285,4.0,7.4,4.6,1.8,0.0,0.0,0.0,0.0
CRTZ,4,625,1015,285,4.0,7.4,4.6,1.8,0.0,0.0,0.0,0.0
LBAY,5,437,1015,285,4.0,7.4,4.6,1.8,0.0,0.0,0.0,0.0
LLYN,6,1068,1015,285,4.0,7.4,4.6,1.8,0.0,0.0,0.0,0.0
LMET,7,1534,1015,285,4.0,7.4,4.6,1.8,0.0,0.0,0.0,0.0
ORPY,10,1112,1015,285,4.0,7.4,4.6,1.8,0.0,0.0,0.0,0.0
SOMO,13,389,1015,285,4.0,7.4,4.6,1.8,0.0,0.0,0.0,0.0
ALEX,2,1245,1016,286,5.0,10.8,3.5,-3.8,0.0,14.8,14.8,0.0
COBY,3,885,1016,286,5.0,10.8,3.5,-3.8,0.0,14.8,14.8,0.0
CRTZ,4,653,1016,286,5.0,10.8,3.5,-3.8,0.0,14.8,14.8,0.0
LBAY,5,466,1016,286,5.0,10.8,3.5,-3.8,0.0,14.8,14.8,0.0
LLYN,6,1109,1016,286,5.0,10.8,3.5,-3.8,0.0,14.8,14.8,0.0
LMET,7,1615,1016,286,5.0,10.8,3.5,-3.8,0.0,14.8,14.8,0.0
ORPY,10,1209,1016,286,5.0,10.8,3.5,-3.8,0.0,14.8,14.8,0.0
SOMO,13,446,1016,286,5.0,10.8,3.5,-3.8,0.0,14.8,14.8,0.0
ALEX,2,1084,1017,287,6.0,16.5,10.2,3.9,0.0,11.7,11.7,0.0
COBY,3,743,1017,287,6.0,16.5,10.2,3.9,0.0,11.7,11.7,0.0
CRTZ,4,585,1017,287,6.0,16.5,10.2,3.9,0.0,11.7,11.7,0.0
LBAY,5,396,1017,287,6.0,16.5,10.2,3.9,0.0,11.7,11.7,0.0
LLYN,6,936,1017,287,6.0,16.5,10.2,3.9,0.0,11.7,11.7,0.0
LMET,7,1379,1017,287,6.0,16.5,10.2,3.9,0.0,11.7,11.7,0.0
ORPY,10,1037,1017,287,6.0,16.5,10.2,3.9,0.0,11.7,11.7,0.0
SOMO,13,390,1017,287,6.0,16.5,10.2,3.9,0.0,11.7,11.7,0.0
ALEX,2,608,1018,288,0.0,17.0,11.5,6.0,0.0,0.0,0.0,0.0
COBY,3,585,1018,288,0.0,17.0,11.5,6.0,0.0,0.0,0.0,0.0
CRTZ,4,552,1018,288,0.0,17.0,11.5,6.0,0.0,0.0,0.0,0.0
LBAY,5,141,1018,288,0.0,17.0,11.5,6.0,0.0,0.0,0.0,0.0
LLYN,6,311,1018,288,0.0,17.0,11.5,6.0,0.0,0.0,0.0,0.0
LMET,7,521,1018,288,0.0,17.0,11.5,6.0,0.0,0.0,0.0,0.0
ORPY,10,574,1018,288,0.0,17.0,11.5,6.0,0.0,0.0,0.0,0.0
SOMO,13,270,1018,288,0.0,17.0,11.5,6.0,0.0,0.0,0.0,0.0
ALEX,2,203,1019,289,1.0,8.9,6.7,4.4,0.0,0.0,0.0,0.0
COBY,3,161,1019,289,1.0,8.9,6.7,4.4,0.0,0.0,0.0,0.0
CRTZ,4,125,1019,289,1.0,8.9,6.7,4.4,0.0,0.0,0.0,0.0
LBAY,5,62,1019,289,1.0,8.9,6.7,4.4,0.0,0.0,0.0,0.0
LLYN,6,111,1019,289,1.0,8.9,6.7,4.4,0.0,0.0,0.0,0.0
LMET,7,183,1019,289,1.0,8.9,6.7,4.4,0.0,0.0,0.0,0.0
ORPY,10,66,1019,289,1.0,8.9,6.7,4.4,0.0,0.0,0.0,0.0
SOMO,13,92,1019,289,1.0,8.9,6.7,4.4,0.0,0.0,0.0,0.0
ALEX,2,1142,1020,290,2.0,10.7,4.7,-1.4,0.0,0.0,0.0,0.0
COBY,3,724,1020,290,2.0,10.7,4.7,-1.4,0.0,0.0,0.0,0.0
CRTZ,4,674,1020,290,2.0,10.7,4.7,-1.4,0.0,0.0,0.0,0.0
LBAY,5,352,1020,290,2.0,10.7,4.7,-1.4,0.0,0.0,0.0,0.0
LLYN,6,959,1020,290,2.0,10.7,4.7,-1.4,0.0,0.0,0.0,0.0
LMET,7,1311,1020,290,2.0,10.7,4.7,-1.4,0.0,0.0,0.0,0.0
ORPY,10,1137,1020,290,2.0,10.7,4.7,-1.4,0.0,0.0,0.0,0.0
SOMO,13,332,1020,290,2.0,10.7,4.7,-1.4,0.0,0.0,0.0,0.0
ALEX,2,1290,1021,291,3.0,21.5,13.8,6.0,0.0,1.4,1.4,0.0
COBY,3,792,1021,291,3.0,21.5,13.8,6.0,0.0,1.4,1.4,0.0
CRTZ,4,686,1021,291,3.0,21.5,13.8,6.0,0.0,1.4,1.4,0.0
LBAY,5,430,1021,291,3.0,21.5,13.8,6.0,0.0,1.4,1.4,0.0
LLYN,6,1115,1021,291,3.0,21.5,13.8,6.0,0.0,1.4,1.4,0.0
LMET,7,1600,1021,291,3.0,21.5,13.8,6.0,0.0,1.4,1.4,0.0
ORPY,10,1280,1021,291,3.0,21.5,13.8,6.0,0.0,1.4,1.4,0.0
SOMO,13,464,1021,291,3.0,21.5,13.8,6.0,0.0,1.4,1.4,0.0
ALEX,2,1326,1022,292,4.0,13.8,11.7,9.5,0.0,5.9,5.9,0.0
COBY,3,785,1022,292,4.0,13.8,11.7,9.5,0.0,5.9,5.9,0.0
CRTZ,4,723,1022,292,4.0,13.8,11.7,9.5,0.0,5.9,5.9,0.0
LBAY,5,476,1022,292,4.0,13.8,11.7,9.5,0.0,5.9,5.9,0.0
LLYN,6,1096,1022,292,4.0,13.8,11.7,9.5,0.0,5.9,5.9,0.0
LMET,7,1543,1022,292,4.0,13.8,11.7,9.5,0.0,5.9,5.9,0.0
ORPY,10,1304,1022,292,4.0,13.8,11.7,9.5,0.0,5.9,5.9,0.0
SOMO,13,436,1022,292,4.0,13.8,11.7,9.5,0.0,5.9,5.9,0.0
ALEX,2,1606,1023,293,5.0,15.5,13.2,10.8,0.0,0.0,0.0,0.0
COBY,3,1247,1023,293,5.0,15.5,13.2,10.8,0.0,0.0,0.0,0.0
CRTZ,4,1204,1023,293,5.0,15.5,13.2,10.8,0.0,0.0,0.0,0.0
LBAY,5,517,1023,293,5.0,15.5,13.2,10.8,0.0,0.0,0.0,0.0
LLYN,6,1273,1023,293,5.0,15.5,13.2,10.8,0.0,0.0,0.0,0.0
LMET,7,1879,1023,293,5.0,15.5,13.2,10.8,0.0,0.0,0.0,0.0
ORPY,10,2021,1023,293,5.0,15.5,13.2,10.8,0.0,0.0,0.0,0.0
SOMO,13,540,1023,293,5.0,15.5,13.2,10.8,0.0,0.0,0.0,0.0
ALEX,2,790,1024,294,6.0,12.8,10.1,7.3,0.0,0.0,0.0,0.0
COBY,3,529,1024,294,6.0,12.8,10.1,7.3,0.0,0.0,0.0,0.0
CRTZ,4,438,1024,294,6.0,12.8,10.1,7.3,0.0,0.0,0.0,0.0
LBAY,5,316,1024,294,6.0,12.8,10.1,7.3,0.0,0.0,0.0,0.0
LLYN,6,725,1024,294,6.0,12.8,10.1,7.3,0.0,0.0,0.0,0.0
LMET,7,997,1024,294,6.0,12.8,10.1,7.3,0.0,0.0,0.0,0.0
ORPY,10,638,1024,294,6.0,12.8,10.1,7.3,0.0,0.0,0.0,0.0
SOMO,13,309,1024,294,6.0,12.8,10.1,7.3,0.0,0.0,0.0,0.0
ALEX,2,671,1025,295,0.0,13.9,10.4,6.8,0.0,0.0,0.0,0.0
COBY,3,677,1025,295,0.0,13.9,10.4,6.8,0.0,0.0,0.0,0.0
CRTZ,4,672,1025,295,0.0,13.9,10.4,6.8,0.0,0.0,0.0,0.0
LBAY,5,173,1025,295,0.0,13.9,10.4,6.8,0.0,0.0,0.0,0.0
LLYN,6,346,1025,295,0.0,13.9,10.4,6.8,0.0,0.0,0.0,0.0
LMET,7,564,1025,295,0.0,13.9,10.4,6.8,0.0,0.0,0.0,0.0
ORPY,10,699,1025,295,0.0,13.9,10.4,6.8,0.0,0.0,0.0,0.0
SOMO,13,246,1025,295,0.0,13.9,10.4,6.8,0.0,0.0,0.0,0.0
ALEX,2,436,1026,296,1.0,13.6,8.4,3.1,0.0,0.0,0.0,0.0
COBY,3,438,1026,296,1.0,13.6,8.4,3.1,0.0,0.0,0.0,0.0
CRTZ,4,376,1026,296,1.0,13.6,8.4,3.1,0.0,0.0,0.0,0.0
LBAY,5,112,1026,296,1.0,13.6,8.4,3.1,0.0,0.0,0.0,0.0
LLYN,6,240,1026,296,1.0,13.6,8.4,3.1,0.0,0.0,0.0,0.0
LMET,7,453,1026,296,1.0,13.6,8.4,3.1,0.0,0.0,0.0,0.0
ORPY,10,359,1026,296,1.0,13.6,8.4,3.1,0.0,0.0,0.0,0.0
SOMO,13,209,1026,296,1.0,13.6,8.4,3.1,0.0,0.0,0.0,0.0
ALEX,2,1324,1027,297,2.0,10.1,6.6,3.0,0.0,0.0,0.0,0.0
COBY,3,908,1027,297,2.0,10.1,6.6,3.0,0.0,0.0,0.0,0.0
CRTZ,4,870,1027,297,2.0,10.1,6.6,3.0,0.0,0.0,0.0,0.0
LBAY,5,403,1027,297,2.0,10.1,6.6,3.0,0.0,0.0,0.0,0.0
LLYN,6,1085,1027,297,2.0,10.1,6.6,3.0,0.0,0.0,0.0,0.0
LMET,7,1506,1027,297,2.0,10.1,6.6,3.0,0.0,0.0,0.0,0.0
ORPY,10,1617,1027,297,2.0,10.1,6.6,3.0,0.0,0.0,0.0,0.0
SOMO,13,469,1027,297,2.0,10.1,6.6,3.0,0.0,0.0,0.0,0.0
ALEX,2,1355,1028,298,3.0,15.4,11.5,7.6,0.0,0.0,0.0,0.0
COBY,3,976,1028,298,3.0,15.4,11.5,7.6,0.0,0.0,0.0,0.0
CRTZ,4,845,1028,298,3.0,15.4,11.5,7.6,0.0,0.0,0.0,0.0
LBAY,5,463,1028,298,3.0,15.4,11.5,7.6,0.0,0.0,0.0,0.0
LLYN,6,1175,1028,298,3.0,15.4,11.5,7.6,0.0,0.0,0.0,0.0
LMET,7,1637,1028,298,3.0,15.4,11.5,7.6,0.0,0.0,0.0,0.0
ORPY,10,1477,1028,298,3.0,15.4,11.5,7.6,0.0,0.0,0.0,0.0
SOMO,13,456,1028,298,3.0,15.4,11.5,7.6,0.0,0.0,0.0,0.0
ALEX,2,1292,1029,299,4.0,22.7,14.5,6.3,0.0,0.0,0.0,0.0
COBY,3,876,1029,299,4.0,22.7,14.5,6.3,0.0,0.0,0.0,0.0
CRTZ,4,694,1029,299,4.0,22.7,14.5,6.3,0.0,0.0,0.0,0.0
LBAY,5,426,1029,299,4.0,22.7,14.5,6.3,0.0,0.0,0.0,0.0
LLYN,6,1046,1029,299,4.0,22.7,14.5,6.3,0.0,0.0,0.0,0.0
LMET,7,1506,1029,299,4.0,22.7,14.5,6.3,0.0,0.0,0.0,0.0
ORPY,10,1190,1029,299,4.0,22.7,14.5,6.3,0.0,0.0,0.0,0.0
SOMO,13,444,1029,299,4.0,22.7,14.5,6.3,0.0,0.0,0.0,0.0
ALEX,2,1304,1030,300,5.0,10.5,9.5,8.4,0.0,2.5,2.5,0.0
COBY,3,981,1030,300,5.0,10.5,9.5,8.4,0.0,2.5,2.5,0.0
CRTZ,4,844,1030,300,5.0,10.5,9.5,8.4,0.0,2.5,2.5,0.0
LBAY,5,431,1030,300,5.0,10.5,9.5,8.4,0.0,2.5,2.5,0.0
LLYN,6,1091,1030,300,5.0,10.5,9.5,8.4,0.0,2.5,2.5,0.0
LMET,7,1598,1030,300,5.0,10.5,9.5,8.4,0.0,2.5,2.5,0.0
ORPY,10,1464,1030,300,5.0,10.5,9.5,8.4,0.0,2.5,2.5,0.0
SOMO,13,450,1030,300,5.0,10.5,9.5,8.4,0.0,2.5,2.5,0.0
ALEX,2,1666,1031,301,6.0,10.6,7.4,4.2,0.0,0.9,0.9,0.0
COBY,3,1181,1031,301,6.0,10.6,7.4,4.2,0.0,0.9,0.9,0.0
CRTZ,4,1289,1031,301,6.0,10.6,7.4,4.2,0.0,0.9,0.9,0.0
LBAY,5,340,1031,301,6.0,10.6,7.4,4.2,0.0,0.9,0.9,0.0
LLYN,6,1117,1031,301,6.0,10.6,7.4,4.2,0.0,0.9,0.9,0.0
LMET,7,1657,1031,301,6.0,10.6,7.4,4.2,0.0,0.9,0.9,0.0
ORPY,10,2097,1031,301,6.0,10.6,7.4,4.2,0.0,0.9,0.9,0.0
SOMO,13,439,1031,301,6.0,10.6,7.4,4.2,0.0,0.9,0.9,0.0
ALEX,2,357,1032,302,0.0,17.1,11.6,6.0,0.0,0.2,0.2,0.0
COBY,3,307,1032,302,0.0,17.1,11.6,6.0,0.0,0.2,0.2,0.0
CRTZ,4,248,1032,302,0.0,17.1,11.6,6.0,0.0,0.2,0.2,0.0
LBAY,5,96,1032,302,0.0,17.1,11.6,6.0,0.0,0.2,0.2,0.0
LLYN,6,214,1032,302,0.0,17.1,11.6,6.0,0.0,0.2,0.2,0.0
LMET,7,359,1032,302,0.0,17.1,11.6,6.0,0.0,0.2,0.2,0.0
ORPY,10,220,1032,302,0.0,17.1,11.6,6.0,0.0,0.2,0.2,0.0
SOMO,13,182,1032,302,0.0,17.1,11.6,6.0,0.0,0.2,0.2,0.0
ALEX,2,230,1033,303,1.0,20.2,17.3,14.3,0.0,1.0,1.0,0.0
COBY,3,181,1033,303,1.0,20.2,17.3,14.3,0.0,1.0,1.0,0.0
CRTZ,4,141,1033,303,1.0,20.2,17.3,14.3,0.0,1.0,1.0,0.0
LBAY,5,86,1033,303,1.0,20.2,17.3,14.3,0.0,1.0,1.0,0.0
LLYN,6,179,1033,303,1.0,20.2,17.3,14.3,0.0,1.0,1.0,0.0
LMET,7,278,1033,303,1.0,20.2,17.3,14.3,0.0,1.0,1.0,0.0
ORPY,10,118,1033,303,1.0,20.2,17.3,14.3,0.0,1.0,1.0,0.0
SOMO,13,114,1033,303,1.0,20.2,17.3,14.3,0.0,1.0,1.0,0.0
ALEX,2,981,1034,304,2.0,12.5,10.3,8.1,0.0,4.4,4.4,0.0
COBY,3,648,1034,304,2.0,12.5,10.3,8.1,0.0,4.4,4.4,0.0
CRTZ,4,509,1034,304,2.0,12.5,10.3,8.1,0.0,4.4,4.4,0.0
LBAY,5,323,1034,304,2.0,12.5,10.3,8.1,0.0,4.4,4.4,0.0
LLYN,6,742,1034,304,2.0,12.5,10.3,8.1,0.0,4.4,4.4,0.0
LMET,7,1128,1034,304,2.0,12.5,10.3,8.1,0.0,4.4,4.4,0.0
ORPY,10,860,1034,304,2.0,12.5,10.3,8.1,0.0,4.4,4.4,0.0
SOMO,13,308,1034,304,2.0,12.5,10.3,8.1,0.0,4.4,4.4,0.0
ALEX,2,820,1035,305,3.0,10.6,8.0,5.3,0.0,4.9,4.9,0.0
COBY,3,539,1035,305,3.0,10.6,8.0,5.3,0.0,4.9,4.9,0.0
CRTZ,4,536,1035,305,3.0,10.6,8.0,5.3,0.0,4.9,4.9,0.0
LBAY,5,331,1035,305,3.0,10.6,8.0,5.3,0.0,4.9,4.9,0.0
LLYN,6,756,1035,305,3.0,10.6,8.0,5.3,0.0,4.9,4.9,0.0
LMET,7,1081,1035,305,3.0,10.6,8.0,5.3,0.0,4.9,4.9,0.0
ORPY,10,717,1035,305,3.0,10.6,8.0,5.3,0.0,4.9,4.9,0.0
SOMO,13,326,1035,305,3.0,10.6,8.0,5.3,0.0,4.9,4.9,0.0
ALEX,2,826,1036,306,4.0,5.2,3.8,2.4,0.0,0.7,0.7,0.0
COBY,3,464,1036,306,4.0,5.2,3.8,2.4,0.0,0.7,0.7,0.0
CRTZ,4,381,1036,306,4.0,5.2,3.8,2.4,0.0,0.7,0.7,0.0
LBAY,5,288,1036,306,4.0,5.2,3.8,2.4,0.0,0.7,0.7,0.0
LLYN,6,710,1036,306,4.0,5.2,3.8,2.4,0.0,0.7,0.7,0.0
LMET,7,990,1036,306,4.0,5.2,3.8,2.4,0.0,0.7,0.7,0.0
ORPY,10,703,1036,306,4.0,5.2,3.8,2.4,0.0,0.7,0.7,0.0
SOMO,13,277,1036,306,4.0,5.2,3.8,2.4,0.0,0.7,0.7,0.0
ALEX,2,883,1037,307,5.0,5.5,3.7,1.9,0.0,0.0,0.0,0.0
COBY,3,536,1037,307,5.0,5.5,3.7,1.9,0.0,0.0,0.0,0.0
CRTZ,4,426,1037,307,5.0,5.5,3.7,1.9,0.0,0.0,0.0,0.0
LBAY,5,194,1037,307,5.0,5.5,3.7,1.9,0.0,0.0,0.0,0.0
LLYN,6,724,1037,307,5.0,5.5,3.7,1.9,0.0,0.0,0.0,0.0
LMET,7,1046,1037,307,5.0,5.5,3.7,1.9,0.0,0.0,0.0,0.0
ORPY,10,749,1037,307,5.0,5.5,3.7,1.9,0.0,0.0,0.0,0.0
SOMO,13,303,1037,307,5.0,5.5,3.7,1.9,0.0,0.0,0.0,0.0
ALEX,2,663,1038,308,6.0,4.6,2.7,0.7,0.0,0.0,0.0,0.0
COBY,3,426,1038,308,6.0,4.6,2.7,0.7,0.0,0.0,0.0,0.0
CRTZ,4,331,1038,308,6.0,4.6,2.7,0.7,0.0,0.0,0.0,0.0
LBAY,5,262,1038,308,6.0,4.6,2.7,0.7,0.0,0.0,0.0,0.0
LLYN,6,628,1038,308,6.0,4.6,2.7,0.7,0.0,0.0,0.0,0.0
LMET,7,905,1038,308,6.0,4.6,2.7,0.7,0.0,0.0,0.0,0.0
ORPY,10,596,1038,308,6.0,4.6,2.7,0.7,0.0,0.0,0.0,0.0
SOMO,13,289,1038,308,6.0,4.6,2.7,0.7,0.0,0.0,0.0,0.0
ALEX,2,322,1039,309,0.0,2.7,0.2,-2.3,0.0,0.0,0.0,0.0
COBY,3,356,1039,309,0.0,2.7,0.2,-2.3,0.0,0.0,0.0,0.0
CRTZ,4,250,1039,309,0.0,2.7,0.2,-2.3,0.0,0.0,0.0,0.0
LBAY,5,113,1039,309,0.0,2.7,0.2,-2.3,0.0,0.0,0.0,0.0
LLYN,6,232,1039,309,0.0,2.7,0.2,-2.3,0.0,0.0,0.0,0.0
LMET,7,380,1039,309,0.0,2.7,0.2,-2.3,0.0,0.0,0.0,0.0
ORPY,10,193,1039,309,0.0,2.7,0.2,-2.3,0.0,0.0,0.0,0.0
